county,ej_variable,value
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,5.7
Los Angeles,Pollution Burden Score,8.45
Los Angeles,Annual Ozone Concentration,0.065
Los Angeles,Total Population,2991
Los Angeles,Poverty (% Below Poverty Level),58.9
Los Angeles,Asthma,65.4
Los Angeles,Annual PM 2.5 Concentrations,12.45587973
Los Angeles,Cardiovascular Disease,11.07
Los Angeles,Drinking Water Contaminant Index,767.52
Los Angeles,Imparired Water Bodies,8
Los Angeles,Groundwater Threats,20.8
Los Angeles,Pollution Burden Score,8.56
Los Angeles,Annual Ozone Concentration,0.05
Los Angeles,Total Population,7139
Los Angeles,Poverty (% Below Poverty Level),48.9
Los Angeles,Asthma,67.6
Los Angeles,Annual PM 2.5 Concentrations,12.04697253
Los Angeles,Cardiovascular Disease,18.77
Los Angeles,Drinking Water Contaminant Index,500.35
Los Angeles,Imparired Water Bodies,10
Los Angeles,Groundwater Threats,4
Los Angeles,Pollution Burden Score,8.25
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,2704
Los Angeles,Poverty (% Below Poverty Level),47.9
Los Angeles,Asthma,93.8
Los Angeles,Annual PM 2.5 Concentrations,12.08174436
Los Angeles,Cardiovascular Disease,20.79
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,10
Los Angeles,Pollution Burden Score,7.75
Los Angeles,Annual Ozone Concentration,0.065
Los Angeles,Total Population,3110
Los Angeles,Poverty (% Below Poverty Level),51.8
Los Angeles,Asthma,64.73
Los Angeles,Annual PM 2.5 Concentrations,12.02600668
Los Angeles,Cardiovascular Disease,14.4
Los Angeles,Drinking Water Contaminant Index,823.7
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,62
Los Angeles,Pollution Burden Score,9.3
Los Angeles,Annual Ozone Concentration,0.057
Los Angeles,Total Population,5159
Los Angeles,Poverty (% Below Poverty Level),64.1
Los Angeles,Asthma,113.88
Los Angeles,Annual PM 2.5 Concentrations,12.116733
Los Angeles,Cardiovascular Disease,27.88
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,5.5
Los Angeles,Pollution Burden Score,7.31
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,5146
Los Angeles,Poverty (% Below Poverty Level),61.9
Los Angeles,Asthma,125.21
Los Angeles,Annual PM 2.5 Concentrations,12.0881206
Los Angeles,Cardiovascular Disease,21.82
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,5.5
Los Angeles,Pollution Burden Score,7.19
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,2852
Los Angeles,Poverty (% Below Poverty Level),91.2
Los Angeles,Asthma,103.63
Los Angeles,Annual PM 2.5 Concentrations,12.06544894
Los Angeles,Cardiovascular Disease,25.73
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,17.5
Los Angeles,Pollution Burden Score,7.53
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,6124
Los Angeles,Poverty (% Below Poverty Level),40.2
Los Angeles,Asthma,63.41
Los Angeles,Annual PM 2.5 Concentrations,12.19282827
Los Angeles,Cardiovascular Disease,14.42
Los Angeles,Drinking Water Contaminant Index,339.04
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,26.3
Los Angeles,Pollution Burden Score,8.96
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,3761
Los Angeles,Poverty (% Below Poverty Level),40.1
Los Angeles,Asthma,69.64
Los Angeles,Annual PM 2.5 Concentrations,11.43961966
Los Angeles,Cardiovascular Disease,18.32
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,20.8
Los Angeles,Pollution Burden Score,8.06
Los Angeles,Annual Ozone Concentration,0.064
Los Angeles,Total Population,4144
Los Angeles,Poverty (% Below Poverty Level),45.3
Los Angeles,Asthma,97.62
Los Angeles,Annual PM 2.5 Concentrations,12.0964657
Los Angeles,Cardiovascular Disease,18.87
Los Angeles,Drinking Water Contaminant Index,803.56
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,3.75
Los Angeles,Pollution Burden Score,7.82
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,4080
Los Angeles,Poverty (% Below Poverty Level),64.2
Los Angeles,Asthma,51.48
Los Angeles,Annual PM 2.5 Concentrations,12.47302993
Los Angeles,Cardiovascular Disease,13.23
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,6.3
Los Angeles,Pollution Burden Score,8.87
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,2241
Los Angeles,Poverty (% Below Poverty Level),59.4
Los Angeles,Asthma,76.1
Los Angeles,Annual PM 2.5 Concentrations,12.24094412
Los Angeles,Cardiovascular Disease,20.87
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,7.8
Los Angeles,Pollution Burden Score,8.77
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,4059
Los Angeles,Poverty (% Below Poverty Level),64.5
Los Angeles,Asthma,60.33
Los Angeles,Annual PM 2.5 Concentrations,12.04273571
Los Angeles,Cardiovascular Disease,16.48
Los Angeles,Drinking Water Contaminant Index,373.79
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,38
Los Angeles,Pollution Burden Score,8.13
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,4824
Los Angeles,Poverty (% Below Poverty Level),60.1
Los Angeles,Asthma,60.62
Los Angeles,Annual PM 2.5 Concentrations,12.18460314
Los Angeles,Cardiovascular Disease,16.34
Los Angeles,Drinking Water Contaminant Index,676.78
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,3
Los Angeles,Pollution Burden Score,8.28
Los Angeles,Annual Ozone Concentration,0.049
Los Angeles,Total Population,4503
Los Angeles,Poverty (% Below Poverty Level),44.8
Los Angeles,Asthma,79.39
Los Angeles,Annual PM 2.5 Concentrations,11.51838156
Los Angeles,Cardiovascular Disease,21.48
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,36.5
Los Angeles,Pollution Burden Score,7.67
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,6402
Los Angeles,Poverty (% Below Poverty Level),75.2
Los Angeles,Asthma,103.63
Los Angeles,Annual PM 2.5 Concentrations,12.06896138
Los Angeles,Cardiovascular Disease,25.73
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,32.8
Los Angeles,Pollution Burden Score,7.01
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,3729
Los Angeles,Poverty (% Below Poverty Level),62.1
Los Angeles,Asthma,76.06
Los Angeles,Annual PM 2.5 Concentrations,12.14625901
Los Angeles,Cardiovascular Disease,22.09
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,17
Los Angeles,Pollution Burden Score,7.33
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,4709
Los Angeles,Poverty (% Below Poverty Level),62.9
Los Angeles,Asthma,80.16
Los Angeles,Annual PM 2.5 Concentrations,12.15052197
Los Angeles,Cardiovascular Disease,24.73
Los Angeles,Drinking Water Contaminant Index,540.06
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,6.75
Los Angeles,Pollution Burden Score,7.26
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,6567
Los Angeles,Poverty (% Below Poverty Level),50.5
Los Angeles,Asthma,57.93
Los Angeles,Annual PM 2.5 Concentrations,12.06089249
Los Angeles,Cardiovascular Disease,12.16
Los Angeles,Drinking Water Contaminant Index,622.3
Los Angeles,Imparired Water Bodies,14
Los Angeles,Groundwater Threats,49.6
Los Angeles,Pollution Burden Score,9.17
Los Angeles,Annual Ozone Concentration,0.041
Los Angeles,Total Population,2254
Los Angeles,Poverty (% Below Poverty Level),62.6
Los Angeles,Asthma,104.11
Los Angeles,Annual PM 2.5 Concentrations,11.70661336
Los Angeles,Cardiovascular Disease,22.57
Los Angeles,Drinking Water Contaminant Index,339.04
Los Angeles,Imparired Water Bodies,20
Los Angeles,Groundwater Threats,70.3
Los Angeles,Pollution Burden Score,7.3
Los Angeles,Annual Ozone Concentration,0.04
Los Angeles,Total Population,5944
Los Angeles,Poverty (% Below Poverty Level),52.1
Los Angeles,Asthma,65.92
Los Angeles,Annual PM 2.5 Concentrations,12.03999382
Los Angeles,Cardiovascular Disease,16.69
Los Angeles,Drinking Water Contaminant Index,821.08
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,114.5
Los Angeles,Pollution Burden Score,8.72
Los Angeles,Annual Ozone Concentration,0.055
Los Angeles,Total Population,5391
Los Angeles,Poverty (% Below Poverty Level),49.1
Los Angeles,Asthma,60.2
Los Angeles,Annual PM 2.5 Concentrations,12.97004897
Los Angeles,Cardiovascular Disease,9.9
Los Angeles,Drinking Water Contaminant Index,817.19
Los Angeles,Imparired Water Bodies,8
Los Angeles,Groundwater Threats,32.6
Los Angeles,Pollution Burden Score,9.39
Los Angeles,Annual Ozone Concentration,0.05
Los Angeles,Total Population,7058
Los Angeles,Poverty (% Below Poverty Level),70.6
Los Angeles,Asthma,80.16
Los Angeles,Annual PM 2.5 Concentrations,12.15052197
Los Angeles,Cardiovascular Disease,24.73
Los Angeles,Drinking Water Contaminant Index,540.06
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,8.8
Los Angeles,Pollution Burden Score,7.08
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,3206
Los Angeles,Poverty (% Below Poverty Level),62.6
Los Angeles,Asthma,54.25
Los Angeles,Annual PM 2.5 Concentrations,12.0818703
Los Angeles,Cardiovascular Disease,23.93
Los Angeles,Drinking Water Contaminant Index,514.47
Los Angeles,Imparired Water Bodies,10
Los Angeles,Groundwater Threats,13
Los Angeles,Pollution Burden Score,8.41
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,5337
Los Angeles,Poverty (% Below Poverty Level),41.3
Los Angeles,Asthma,67.87
Los Angeles,Annual PM 2.5 Concentrations,11.87080549
Los Angeles,Cardiovascular Disease,20.38
Los Angeles,Drinking Water Contaminant Index,685.63
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,15.1
Los Angeles,Pollution Burden Score,8.4
Los Angeles,Annual Ozone Concentration,0.053
Los Angeles,Total Population,5779
Los Angeles,Poverty (% Below Poverty Level),51
Los Angeles,Asthma,51.4
Los Angeles,Annual PM 2.5 Concentrations,11.93241395
Los Angeles,Cardiovascular Disease,11.52
Los Angeles,Drinking Water Contaminant Index,819.8
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,105.8
Los Angeles,Pollution Burden Score,9.05
Los Angeles,Annual Ozone Concentration,0.058
Los Angeles,Total Population,4391
Los Angeles,Poverty (% Below Poverty Level),50.1
Los Angeles,Asthma,81.43
Los Angeles,Annual PM 2.5 Concentrations,12.13197187
Los Angeles,Cardiovascular Disease,14.75
Los Angeles,Drinking Water Contaminant Index,805.75
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,20.05
Los Angeles,Pollution Burden Score,7.88
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,5134
Los Angeles,Poverty (% Below Poverty Level),63.6
Los Angeles,Asthma,113.88
Los Angeles,Annual PM 2.5 Concentrations,12.11496733
Los Angeles,Cardiovascular Disease,27.88
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,1.5
Los Angeles,Pollution Burden Score,6.82
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,5353
Los Angeles,Poverty (% Below Poverty Level),32
Los Angeles,Asthma,52.53
Los Angeles,Annual PM 2.5 Concentrations,12.03418998
Los Angeles,Cardiovascular Disease,18.39
Los Angeles,Drinking Water Contaminant Index,669.13
Los Angeles,Imparired Water Bodies,10
Los Angeles,Groundwater Threats,27.25
Los Angeles,Pollution Burden Score,8.61
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,3737
Los Angeles,Poverty (% Below Poverty Level),65.8
Los Angeles,Asthma,78.89
Los Angeles,Annual PM 2.5 Concentrations,12.10418364
Los Angeles,Cardiovascular Disease,19.66
Los Angeles,Drinking Water Contaminant Index,831.38
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,2
Los Angeles,Pollution Burden Score,7.09
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,6635
Los Angeles,Poverty (% Below Poverty Level),42.8
Los Angeles,Asthma,66.68
Los Angeles,Annual PM 2.5 Concentrations,12.44092467
Los Angeles,Cardiovascular Disease,15.23
Los Angeles,Drinking Water Contaminant Index,754.44
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,10.6
Los Angeles,Pollution Burden Score,8.77
Los Angeles,Annual Ozone Concentration,0.056
Los Angeles,Total Population,3701
Los Angeles,Poverty (% Below Poverty Level),44.1
Los Angeles,Asthma,44.43
Los Angeles,Annual PM 2.5 Concentrations,12.062437
Los Angeles,Cardiovascular Disease,15.79
Los Angeles,Drinking Water Contaminant Index,671.72
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,40.25
Los Angeles,Pollution Burden Score,8.76
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,4001
Los Angeles,Poverty (% Below Poverty Level),63
Los Angeles,Asthma,77.42
Los Angeles,Annual PM 2.5 Concentrations,12.70828375
Los Angeles,Cardiovascular Disease,10.61
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,31.85
Los Angeles,Pollution Burden Score,8.42
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,4195
Los Angeles,Poverty (% Below Poverty Level),48.3
Los Angeles,Asthma,54
Los Angeles,Annual PM 2.5 Concentrations,12.10088367
Los Angeles,Cardiovascular Disease,19.34
Los Angeles,Drinking Water Contaminant Index,604.63
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,40.25
Los Angeles,Pollution Burden Score,8.6
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,5006
Los Angeles,Poverty (% Below Poverty Level),61.4
Los Angeles,Asthma,110.96
Los Angeles,Annual PM 2.5 Concentrations,12.12536191
Los Angeles,Cardiovascular Disease,17.77
Los Angeles,Drinking Water Contaminant Index,459.74
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,18.5
Los Angeles,Pollution Burden Score,7.32
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,6112
Los Angeles,Poverty (% Below Poverty Level),44.4
Los Angeles,Asthma,34.9
Los Angeles,Annual PM 2.5 Concentrations,11.787489
Los Angeles,Cardiovascular Disease,13.75
Los Angeles,Drinking Water Contaminant Index,685.63
Los Angeles,Imparired Water Bodies,9
Los Angeles,Groundwater Threats,85.45
Los Angeles,Pollution Burden Score,9.19
Los Angeles,Annual Ozone Concentration,0.057
Los Angeles,Total Population,3059
Los Angeles,Poverty (% Below Poverty Level),63.2
Los Angeles,Asthma,82.3
Los Angeles,Annual PM 2.5 Concentrations,12.08913112
Los Angeles,Cardiovascular Disease,18.64
Los Angeles,Drinking Water Contaminant Index,459.74
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,37.55
Los Angeles,Pollution Burden Score,7.87
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,4498
Los Angeles,Poverty (% Below Poverty Level),62.8
Los Angeles,Asthma,60.33
Los Angeles,Annual PM 2.5 Concentrations,12.41775036
Los Angeles,Cardiovascular Disease,13.14
Los Angeles,Drinking Water Contaminant Index,488.79
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,44.3
Los Angeles,Pollution Burden Score,8.44
Los Angeles,Annual Ozone Concentration,0.049
Los Angeles,Total Population,3718
Los Angeles,Poverty (% Below Poverty Level),58.4
Los Angeles,Asthma,124.26
Los Angeles,Annual PM 2.5 Concentrations,12.10553008
Los Angeles,Cardiovascular Disease,23.64
Los Angeles,Drinking Water Contaminant Index,373.79
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,3.5
Los Angeles,Pollution Burden Score,6.96
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,5277
Los Angeles,Poverty (% Below Poverty Level),53.8
Los Angeles,Asthma,55.5
Los Angeles,Annual PM 2.5 Concentrations,12.30827709
Los Angeles,Cardiovascular Disease,15.35
Los Angeles,Drinking Water Contaminant Index,770.36
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,1.8
Los Angeles,Pollution Burden Score,8.01
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,5917
Los Angeles,Poverty (% Below Poverty Level),64.1
Los Angeles,Asthma,81.13
Los Angeles,Annual PM 2.5 Concentrations,12.08865447
Los Angeles,Cardiovascular Disease,21.02
Los Angeles,Drinking Water Contaminant Index,521.51
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,40.55
Los Angeles,Pollution Burden Score,7.64
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,4531
Los Angeles,Poverty (% Below Poverty Level),33.2
Los Angeles,Asthma,118.7
Los Angeles,Annual PM 2.5 Concentrations,12.11120264
Los Angeles,Cardiovascular Disease,18.6
